Tweet,Target 1,Stance 1
My vote is positively for Hillary. I don't desire Bush's foolish rear. Don't want Trump either. #HillaryClinton #SemST,The author of this text supports hillary clinton,1
@DavidLimbaugh - concur in returning it.. But I have a hunch it won't disappear.. It will persist in returning! #SemST,The author of this text supports hillary clinton,0
@jstines3 @bcwilliams92 #Stephens pleaded for his life & @HillaryClinton @Madam_President is imploring for your support #NotAChanceInHell #SemST,The author of this text supports hillary clinton,0
A circus routine such as Donald Trump is fleeting entertainment. Soon to be terminated. #SemST,The author of this text supports hillary clinton,2
#mtp @meetthepress How is removing emails -part of the government record -distinct from obliterating segments of a tape? #nixon #p2 #SemST,The author of this text supports hillary clinton,0
"@TrucksHorsesDog #CommonCore, another excellent notion endorsed by a #shrub. #nomorebushes #SemST",The author of this text supports hillary clinton,0
This is the 3rd occasion in the United States that Republicans are experiencing a void of presidential leadership. #SemST,The author of this text supports hillary clinton,2
"If you're not tuned in to @HillaryClinton's speech at the moment, you're forgoing her imparting loads of wisdom. #SemST",The author of this text supports hillary clinton,1
"@TODAYshow @ChrisChristie is not eligible b/c he consumes $82,000 in edibles & due to the D corruption of #Bridgegate  A BIG FAT BULLY! #SemST",The author of this text supports hillary clinton,0
"@nytimes was that ""awkwardness"" or ""discomfort""? I think the latter #SemST",The author of this text supports hillary clinton,0
2016 is going to be an excellent year. Rush Limbaugh's agreement is finished and he will be abandoned by numerous individuals. Liberal triumph #stoprush #SemST,The author of this text supports hillary clinton,2
@HillaryClinton adoring the new vibrant profile pic! #loveit #SemST,The author of this text supports hillary clinton,1
My entire day is circling around @HillaryClinton's conversation with @brikeilarcnn on @CNN and I'm fine with that! #SemST,The author of this text supports hillary clinton,1
#Univision discounts Latino contender Marco Rubio as he doesn't align with their storyline. They're committed to Hillary #rubio2016 #SemST,The author of this text supports hillary clinton,0
"@LeahR77 @HillaryClinton the dishonest fibbing grandmother strikes again. No charm, no personality, no achievements, no kindness #SemST",The author of this text supports hillary clinton,0
RT @ZerlinaMaxwell: Enormous applause for universal child care and early years education. #SemST,The author of this text supports hillary clinton,2
@ReCorwin She didn't even reply with a full sentence LOL. #Legend #SemST,The author of this text supports hillary clinton,2
"@Camilian1Sabel Indeed to that, everyone must cover their expenses, no assistance either.  #freeallfour #SemST",The author of this text supports hillary clinton,2
"Buh-bye, Bernie. I concur with most of your platform, but your firearm position is intolerable. #ENDTHENRA #SemST",The author of this text supports hillary clinton,2
"@davelevinthal Manipulating a shredder, now @hillaryclinton is FAR more skilled at using THAT! #WakeUpAmerica #TCOT #OhHillNO! #SemST",The author of this text supports hillary clinton,0
@realDonaldTrump not excellent when solely @AnnCoulter supports you. Your large mouth & colossal ego are your undoing #stupidisasstupiddoes #SemST,The author of this text supports hillary clinton,0
Hey Hillary Clinton...How's things proceeding on #Servergate? Concealed enough evidence yet? #tcot #SemST,The author of this text supports hillary clinton,0
"Bernie or Hillary? Prefer Bernie yet Hillary is acceptable. Either way, Dems gotta unite in 2016. #FeeltheBern #SemST",The author of this text supports hillary clinton,1
"""@HillaryClinton can't even handle @billclinton and she desires to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",The author of this text supports hillary clinton,0
@Independent Perhaps it's his surname? Or perhaps he's a genuine bigot with a paramilitary affiliation. Lol. #Tattoos #SemST,The author of this text supports hillary clinton,2
"Tea Party Nation, Tea Party organization classified by the Southern Poverty Law Center as a bigot group. The Tea Party is The NEW Aryan Nations #SemST",The author of this text supports hillary clinton,2
RT @FutureTXLeader: Are y'all at #UTEP prepared for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New... #ContoursST,The author of this text supports hillary clinton,2
@appreciatedPortiaABoulger Thanks for including me in your circle,The author of this text supports hillary clinton,2
"@NewtGingrich on @HillaryClinton: ""She's very intimidating... she's a very capable individual. #SemST",The author of this text supports hillary clinton,0
"Gov. Chafee, why are you attempting to make fetch occur. It's not going to occur. #SemST",The author of this text supports hillary clinton,2
Don't you someday desire to witness a highly competent nominee appointed by the president of the United States? #ReflectingHillary #SemST,The author of this text supports hillary clinton,1
"Just encountered an astonishing advocate on the CX bus! He commented ""Hillary is one robust female and we require that for our nation."" #FellowsNV #SemST",The author of this text supports hillary clinton,1
Certainly it was. She'll be managed every step of the way. They can't risk her spontaneous. #SemST,The author of this text supports hillary clinton,0
"Hillary is doing superbly thus far on the campaign trail. She's finally revealing her private side, and I believe it will greatly advantage her. #SemST",The author of this text supports hillary clinton,1
#HillarysAchievements Being a complete mess in everything she undertakes. #ReadyForHillary #UniteBlue #TopProg #TPOT #LibCrib #SemST,The author of this text supports hillary clinton,0
Was requested by @HillaryClinton to assist with her campaign. Eagerly accepted! #SemST,The author of this text supports hillary clinton,1
@thedailybeast such a squandering of area #CrackingCeilings #SemST,The author of this text supports hillary clinton,2
@GOP Why should I trust you on this? The Republican leaders in congress won't challenge Obama now!!! #tcot #SemST,The author of this text supports hillary clinton,0
Hilliary: I furnished all occupation-related emails. State Dept: There are occupation-related emails you didn't furnish. #Hillaredacted #SemST,The author of this text supports hillary clinton,0
Democrats seek influence for themselves. Republicans will grant YOU the authority! #Election2016 #SemST,The author of this text supports hillary clinton,0
"@churstauthor Thanks for the subscription Charles, may God bless you and your kinfolk! #freeallfour #SemST",The author of this text supports hillary clinton,2
"Hillary asserts to be a ""guardian"" of the middle class, but @RandPaul tax plan slashes the FICA tax, aiding the middle class. #SemST",The author of this text supports hillary clinton,0
@Logan_RTW I concur with her past position; and I'm certain she still trusts in the previous statements. #SemST,The author of this text supports hillary clinton,0
I feel certain that @HillaryClinton will triumph in 2016. #SemST,The author of this text supports hillary clinton,0
"Always strive for greatness, labor diligently, & deeply commit to what you hold dear...when you trip, maintain belief. HILLARY CLINTON @Faith4Hillary #SemST",The author of this text supports hillary clinton,1
@thehill umm. Yyyeaaaaah. Certainly they do. #SemST,The author of this text supports hillary clinton,2
"@trayNTP Why doesn't he campaign as a Socialist? Then he can attack Obama whenever he desires. Otherwise, it's simply improper. #Bernie #SemST",The author of this text supports hillary clinton,2
"Hillary Clinton has accumulated $329 million in her career (3 of her top 5 contributors are Citigroup, Goldman & JP Morgan). #Bernie2016 #SemST",The author of this text supports hillary clinton,0
This cash will purchase the Anti-American Liberals including #SemST */@Westxgal @irisflower33: */,The author of this text supports hillary clinton,0
Since I have Grandkids! #SemST,The author of this text supports hillary clinton,2
RT @mcirelli92: Hillary for the triumph #SemST,The author of this text supports hillary clinton,1
"Wow RT ""@greta Baltimore Orioles set to compete tomorrow yet the populace is prohibited"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica #SemST",The author of this text supports hillary clinton,2
Fashion Updates: Hillary is launching a novel apparel collection dubbed Flip Flops R US #tcot #Benghazi #SemST,The author of this text supports hillary clinton,0
"""@ResistTyranny '@HillaryClinton can't even handle @billclinton and she desires to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",The author of this text supports hillary clinton,0
